Paying Month,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,Amount,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9094,XXX_Line_Item_2_A,110,11,1.,Customer12125,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,110,170.76
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9095,XXX_Line_Item_3_A,380,38,1.,Customer12126,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,380,510
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9096,XXX_Line_Item_1_A,1876,187.5,1.,Customer12127,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1876,369.6
01/04/2017 0:00,Direct Sales,Asia,2017,Lite Item 3035,XXX_Line_Item_2_A,65686,6568.52,1.,Customer12128,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,65686,70
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9097,XXX_Line_Item_3_A,4620,461.96,1.,Customer12129,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,4620,1996.84
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9098,XXX_Line_Item_1_A,3408,340.9,1.,Customer12130,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3408,85
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 9099,XXX_Line_Item_2_A,120,12.02,1.,Customer12131,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,120,435
01/05/2017 0:00,Direct Sales,Asia,2017,Lite Item 3036,XXX_Line_Item_3_A,6800,680,1.,Customer12132,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,6800,239.76
01/05/2017 0:00,Direct Sales,Asia,2017,Line Item 9100,XXX_Line_Item_1_A,26520,2652,1.,Customer12133,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,26520,1736.76
01/06/2017 0:00,Direct Sales,Asia,2017,Line Item 9101,XXX_Line_Item_2_A,9800,980,1.,Customer12134,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9800,170
01/06/2017 0:00,Direct Sales,Asia,2017,Line Item 9102,XXX_Line_Item_3_A,49560,4956,1.,Customer12135,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,49560,42.5
01/06/2017 0:00,Direct Sales,Asia,2017,Lite Item 3037,XXX_Line_Item_1_A,95520,9552,1.,Customer12136,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,95520,138
01/06/2017 0:00,Direct Sales,Asia,2017,Line Item 9103,XXX_Line_Item_2_A,350,35,1.,Customer12137,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,350,81.44
01/06/2017 0:00,Direct Sales,Asia,2017,Line Item 9104,XXX_Line_Item_3_A,3100,0,1.,Customer12138,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3100,-12.08
01/09/2017 0:00,Direct Sales,Asia,2018,Line Item 9105,XXX_Line_Item_1_A,8,0.9,1.,Customer12139,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8,-2.96
01/10/2017 0:00,Direct Sales,Asia,2018,Lite Item 3038,XXX_Line_Item_2_A,186,18.68,1.,Customer12140,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,186,-1113.76
01/10/2017 0:00,Direct Sales,Asia,2018,Line Item 9106,XXX_Line_Item_3_A,3000,300,1.,Customer12141,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3000,60
01/11/2017 0:00,Direct Sales,Asia,2018,Line Item 9107,XXX_Line_Item_1_A,9808,0,1.,Customer12142,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9808,1440
01/11/2017 0:00,Direct Sales,Asia,2018,Line Item 9108,XXX_Line_Item_2_A,8500,850,1.,Customer12143,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,287.4
01/11/2017 0:00,Direct Sales,Asia,2018,Lite Item 3039,XXX_Line_Item_3_A,272,27.22,1.,Customer12144,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,272,2358
01/01/2018 0:00,Direct Sales,Asia,2018,Line Item 9109,XXX_Line_Item_1_A,4000,400,1.,Customer12145,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,7498
01/01/2024 0:00,Direct Sales,Asia,2024,Line Item 9110,XXX_Line_Item_2_A,40800,4080,0.8,Customer12146,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40800,232
01/07/2022 0:00,Direct Sales,South America,2022,Lite Item 923,XXX_Line_Item_2_A,5186.09,0,1.,Customer3680,,GBP,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2,30.32
01/09/2022 0:00,Direct Sales,Asia,2023,Lite Item 3040,XXX_Line_Item_1_A,662,66.12,1.,Customer12148,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,662,1.26
01/12/2019 0:00,Direct Sales,South America,2022,Line Item 2761,XXX_Line_Item_3_A,22237.33,0,1.,Customer3681,,GBP,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4,588.24
01/09/2022 0:00,Direct Sales,Asia,2023,Line Item 9113,XXX_Line_Item_3_A,1920,192,1.,Customer12150,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1920,2499.84
01/02/2023 0:00,Direct Sales,Asia,2023,Line Item 9114,XXX_Line_Item_1_A,2604,260.36,1.,Customer12151,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2604,367.2
01/06/2018 0:00,Direct Sales,Asia,2018,Lite Item 3041,XXX_Line_Item_2_A,25296.38,3794.63984,1.,Customer12152,,NZD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,27580,1.02
01/07/2017 0:00,Direct Sales,Asia,2018,Line Item 9119,XXX_Line_Item_2_A,23716,0,1.,Customer12158,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,23716,-317.6
01/07/2017 0:00,Direct Sales,Asia,2018,Line Item 9120,XXX_Line_Item_3_A,2320,0,1.,Customer12159,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2320,471.6
01/02/2018 0:00,Direct Sales,Asia,2018,Lite Item 3043,XXX_Line_Item_1_A,1784,178.5,1.,Customer12160,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1784,38.42
01/03/2019 0:00,Direct Sales,Asia,2019,Line Item 9121,XXX_Line_Item_2_A,200,20,1.,Customer12161,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,200,90.62
01/06/2019 0:00,Direct Sales,Asia,2019,Line Item 9122,XXX_Line_Item_3_A,748,74.8,1.,Customer12162,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,158.1
01/11/2019 0:00,Direct Sales,Asia,2020,Line Item 9123,XXX_Line_Item_1_A,25220,2522,1.,Customer12163,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,25220,23.5
01/10/2020 0:00,Direct Sales,Asia,2021,Line Item 9124,XXX_Line_Item_3_A,138,13.74,1.,Customer12165,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,138,10.8
01/04/2022 0:00,Direct Sales,Asia,2022,Line Item 9125,XXX_Line_Item_1_A,8,0.84,1.,Customer12166,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8,5808
01/01/2017 0:00,Direct Sales,Asia,2017,Line Item 9130,XXX_Line_Item_2_A,3600,360,1.,Customer12173,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3600,58.8
01/04/2017 0:00,Direct Sales,Asia,2017,Line Item 9131,XXX_Line_Item_3_A,1146,114.64,1.,Customer12174,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1146,3872.5
01/06/2017 0:00,Direct Sales,Asia,2017,Line Item 9132,XXX_Line_Item_1_A,750,75,1.,Customer12175,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,750,649.76
01/12/2017 0:00,Direct Sales,Asia,2018,Lite Item 3047,XXX_Line_Item_2_A,40,4,1.,Customer12176,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,19983.8
01/08/2017 0:00,Direct Sales,Asia,2018,Line Item 9133,XXX_Line_Item_3_A,360,35.92,1.,Customer12177,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,360,16.6
01/01/2018 0:00,Direct Sales,Asia,2018,Line Item 9134,XXX_Line_Item_1_A,45600,4560,1.,Customer12178,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,45600,7596.12
01/01/2018 0:00,Direct Sales,Asia,2018,Line Item 9135,XXX_Line_Item_2_A,712,0,1.,Customer12179,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,712,12190.2
01/02/2018 0:00,Direct Sales,Asia,2018,Lite Item 3048,XXX_Line_Item_3_A,1632,163.16,1.,Customer12180,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1632,16.6
01/02/2018 0:00,Direct Sales,Asia,2018,Line Item 9136,XXX_Line_Item_1_A,394,39.5,1.,Customer12181,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,394,2829.24
01/02/2018 0:00,Direct Sales,Asia,2018,Line Item 9137,XXX_Line_Item_2_A,4,0.46,1.,Customer12182,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4,3679.6
01/02/2018 0:00,Direct Sales,Asia,2018,Line Item 9138,XXX_Line_Item_3_A,122,12.24,1.,Customer12183,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,122,72
01/02/2018 0:00,Direct Sales,Asia,2018,Lite Item 3049,XXX_Line_Item_1_A,876,0,1.,Customer12184,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,876,1229
01/02/2018 0:00,Direct Sales,Asia,2018,Line Item 9139,XXX_Line_Item_2_A,7692,0,1.,Customer12185,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,7692,1014.12
01/02/2018 0:00,Direct Sales,Asia,2018,Line Item 9140,XXX_Line_Item_3_A,2526,0,1.,Customer12186,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2526,1014.12
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9141,XXX_Line_Item_1_A,76,7.5,1.,Customer12187,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,76,7002.4
01/03/2018 0:00,Direct Sales,Asia,2018,Lite Item 3050,XXX_Line_Item_2_A,128,0,1.,Customer12188,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,128,943.6
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9142,XXX_Line_Item_3_A,232,23.24,1.,Customer12189,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,232,2526.08
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9143,XXX_Line_Item_1_A,15440,1544,1.,Customer12190,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,15440,2829.24
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9144,XXX_Line_Item_2_A,2800,280,1.,Customer12191,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,11080.12
01/03/2018 0:00,Direct Sales,Asia,2018,Lite Item 3051,XXX_Line_Item_3_A,40,4.04,1.,Customer12192,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,108.6
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9146,XXX_Line_Item_2_A,4080,408,1.,Customer12194,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4080,14269.72
01/03/2018 0:00,Direct Sales,Asia,2018,Line Item 9147,XXX_Line_Item_3_A,204,20.48,1.,Customer12195,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,204,6311.12
01/04/2018 0:00,Direct Sales,Asia,2018,Lite Item 3052,XXX_Line_Item_1_A,9600,960,1.,Customer12196,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9600,2960.4
01/04/2018 0:00,Direct Sales,Asia,2018,Line Item 9148,XXX_Line_Item_2_A,24664,0,1.,Customer12197,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,24664,1014.12
01/04/2018 0:00,Direct Sales,Asia,2018,Line Item 9149,XXX_Line_Item_3_A,2800,280,1.,Customer12198,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,108.6
01/04/2018 0:00,Direct Sales,Asia,2018,Line Item 9150,XXX_Line_Item_1_A,9376,0,1.,Customer12199,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,9376,12796.8
01/04/2018 0:00,Direct Sales,Asia,2018,Lite Item 3053,XXX_Line_Item_2_A,1276,127.5,1.,Customer12200,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1276,12484
01/04/2018 0:00,Direct Sales,Asia,2018,Line Item 9151,XXX_Line_Item_3_A,1840,183.98,1.,Customer12201,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1840,3180
01/05/2018 0:00,Direct Sales,Asia,2018,Line Item 9152,XXX_Line_Item_1_A,250,25,1.,Customer12202,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,250,7002.4
01/05/2018 0:00,Direct Sales,Asia,2018,Line Item 9153,XXX_Line_Item_2_A,10988,1098.76,1.,Customer12203,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,10988,7604.8
01/05/2018 0:00,Direct Sales,Asia,2018,Lite Item 3054,XXX_Line_Item_3_A,2052,205.1,1.,Customer12204,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2052,0
01/06/2018 0:00,Direct Sales,Asia,2018,Line Item 9154,XXX_Line_Item_1_A,56,5.64,1.,Customer12205,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,56,0
01/06/2018 0:00,Direct Sales,Asia,2018,Line Item 9155,XXX_Line_Item_2_A,306,0,1.,Customer12206,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,306,0
01/06/2018 0:00,Direct Sales,Asia,2018,Line Item 9156,XXX_Line_Item_3_A,2550,255,1.,Customer12207,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2550,0
01/06/2018 0:00,Direct Sales,Asia,2018,Lite Item 3055,XXX_Line_Item_1_A,15000,1500,1.,Customer12208,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,15000,0
01/06/2018 0:00,Direct Sales,Asia,2018,Line Item 9157,XXX_Line_Item_2_A,86,8.54,1.,Customer12209,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,86,0
01/06/2018 0:00,Direct Sales,Asia,2018,Line Item 9158,XXX_Line_Item_3_A,7324,732.5,1.,Customer12210,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,7324,0
01/07/2018 0:00,Direct Sales,Asia,2019,Line Item 9159,XXX_Line_Item_1_A,8500,850,1.,Customer12211,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0
01/07/2018 0:00,Direct Sales,Asia,2019,Lite Item 3056,XXX_Line_Item_2_A,1050,105,1.,Customer12212,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1050,0
01/07/2018 0:00,Direct Sales,Asia,2019,Line Item 9160,XXX_Line_Item_3_A,1724,172.5,1.,Customer12213,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1724,0
01/08/2018 0:00,Direct Sales,Asia,2019,Line Item 9161,XXX_Line_Item_1_A,640,63.98,1.,Customer12214,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,640,0
01/09/2018 0:00,Direct Sales,Asia,2019,Line Item 9162,XXX_Line_Item_2_A,136,13.52,1.,Customer12215,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,136,0
01/09/2018 0:00,Direct Sales,Asia,2019,Lite Item 3057,XXX_Line_Item_3_A,2550,255,1.,Customer12216,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2550,0
01/09/2018 0:00,Direct Sales,Asia,2019,Line Item 9163,XXX_Line_Item_1_A,24,2.44,1.,Customer12217,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,24,0
01/09/2018 0:00,Direct Sales,Asia,2019,Line Item 9164,XXX_Line_Item_2_A,80,7.96,1.,Customer12218,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,80,0
01/09/2018 0:00,Direct Sales,Asia,2019,Line Item 9165,XXX_Line_Item_3_A,18000,1800,1.,Customer12219,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,18000,0
01/10/2018 0:00,Direct Sales,Asia,2019,Lite Item 3058,XXX_Line_Item_1_A,4000,400,1.,Customer12220,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,0
01/10/2018 0:00,Direct Sales,Asia,2019,Line Item 9166,XXX_Line_Item_2_A,232,23.26,1.,Customer12221,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,232,0
01/10/2018 0:00,Direct Sales,Asia,2019,Line Item 9167,XXX_Line_Item_3_A,140,14.06,1.,Customer12222,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,140,0
01/10/2018 0:00,Direct Sales,Asia,2019,Lite Item 3059,XXX_Line_Item_2_A,46752,4675.16,1.,Customer12224,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,46752,0
01/11/2018 0:00,Direct Sales,Asia,2019,Line Item 9169,XXX_Line_Item_3_A,24612,2461.22,1.,Customer12225,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,24612,0
01/11/2018 0:00,Direct Sales,Asia,2019,Line Item 9170,XXX_Line_Item_1_A,156,15.5,1.,Customer12226,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,156,0
01/11/2018 0:00,Direct Sales,Asia,2019,Line Item 9171,XXX_Line_Item_2_A,4700,470,1.,Customer12227,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4700,0
01/11/2018 0:00,Direct Sales,Asia,2019,Lite Item 3060,XXX_Line_Item_3_A,1268,126.9,1.,Customer12228,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1268,0
01/11/2018 0:00,Direct Sales,Asia,2019,Line Item 9172,XXX_Line_Item_1_A,2000,200,1.,Customer12229,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2000,0
01/11/2018 0:00,Direct Sales,Asia,2019,Line Item 9173,XXX_Line_Item_2_A,4000,400,1.,Customer12230,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,4000,0
01/12/2018 0:00,Direct Sales,Asia,2019,Line Item 9174,XXX_Line_Item_3_A,318600,31860,1.,Customer12231,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,318600,0
01/12/2018 0:00,Direct Sales,Asia,2019,Lite Item 3061,XXX_Line_Item_1_A,3416,341.5,1.,Customer12232,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3416,0
01/12/2018 0:00,Direct Sales,Asia,2019,Line Item 9175,XXX_Line_Item_2_A,340,34,1.,Customer12233,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,340,0
01/12/2018 0:00,Direct Sales,Asia,2019,Line Item 9176,XXX_Line_Item_3_A,6160,616,1.,Customer12234,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6160,0
01/12/2018 0:00,Direct Sales,Asia,2019,Line Item 9177,XXX_Line_Item_1_A,22960,2296,1.,Customer12235,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,22960,0
01/12/2018 0:00,Direct Sales,Asia,2019,Lite Item 3062,XXX_Line_Item_2_A,27890,2789,1.,Customer12236,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,27890,0
01/01/2019 0:00,Direct Sales,Asia,2019,Line Item 9178,XXX_Line_Item_3_A,158,15.8,1.,Customer12237,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,158,0
01/01/2019 0:00,Direct Sales,Asia,2019,Line Item 9179,XXX_Line_Item_1_A,1500,150,1.,Customer12238,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1500,0
01/01/2019 0:00,Direct Sales,Asia,2019,Line Item 9180,XXX_Line_Item_2_A,366,36.54,1.,Customer12239,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,366,0
01/01/2019 0:00,Direct Sales,Asia,2019,Lite Item 3063,XXX_Line_Item_3_A,600,60,1.,Customer12240,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,600,0
01/01/2019 0:00,Direct Sales,Asia,2019,Line Item 9181,XXX_Line_Item_1_A,23692,2369.22,1.,Customer12241,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,23692,0
01/02/2019 0:00,Direct Sales,Asia,2019,Line Item 9182,XXX_Line_Item_2_A,15794,1579.48,1.,Customer12242,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,15794,0
01/03/2019 0:00,Direct Sales,Asia,2019,Line Item 9183,XXX_Line_Item_3_A,2800,280,1.,Customer12243,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,0
01/03/2019 0:00,Direct Sales,Asia,2019,Lite Item 3064,XXX_Line_Item_1_A,24596,2459.52,1.,Customer12244,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,24596,0
01/03/2019 0:00,Direct Sales,Asia,2019,Line Item 9184,XXX_Line_Item_2_A,2000,200,1.,Customer12245,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2000,0
01/04/2019 0:00,Direct Sales,Asia,2019,Line Item 9185,XXX_Line_Item_3_A,12558,1255.84,1.,Customer12246,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,12558,0
01/05/2019 0:00,Direct Sales,Asia,2019,Line Item 9186,XXX_Line_Item_1_A,3416,341.5,1.,Customer12247,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3416,0
01/05/2019 0:00,Direct Sales,Asia,2019,Lite Item 3065,XXX_Line_Item_2_A,340,34,1.,Customer12248,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,340,0
01/05/2019 0:00,Direct Sales,Asia,2019,Line Item 9187,XXX_Line_Item_3_A,15180,0,1.,Customer12249,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,15180,0
01/05/2019 0:00,Direct Sales,Asia,2019,Line Item 9188,XXX_Line_Item_1_A,198960,19896,1.,Customer12250,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,198960,0
01/06/2019 0:00,Direct Sales,Asia,2019,Line Item 9189,XXX_Line_Item_2_A,4700,470,1.,Customer12251,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4700,0
01/06/2019 0:00,Direct Sales,Asia,2019,Lite Item 3066,XXX_Line_Item_3_A,732,73.24,1.,Customer12252,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,732,0
01/06/2019 0:00,Direct Sales,Asia,2019,Line Item 9190,XXX_Line_Item_1_A,55984,5598.36,1.,Customer12253,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,55984,0
01/07/2019 0:00,Direct Sales,Asia,2020,Line Item 9191,XXX_Line_Item_2_A,42746,4274.6,1.,Customer12254,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,42746,0
01/07/2019 0:00,Direct Sales,Asia,2020,Line Item 9192,XXX_Line_Item_3_A,1996,199.6,1.,Customer12255,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1996,0
01/07/2019 0:00,Direct Sales,Asia,2020,Lite Item 3067,XXX_Line_Item_1_A,790,79,1.,Customer12256,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,790,4232.4
01/08/2019 0:00,Direct Sales,Asia,2020,Line Item 9193,XXX_Line_Item_2_A,748,74.8,1.,Customer12257,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,2088
01/09/2019 0:00,Direct Sales,Asia,2020,Line Item 9194,XXX_Line_Item_3_A,8500,850,1.,Customer12258,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0
01/09/2019 0:00,Direct Sales,Asia,2020,Line Item 9195,XXX_Line_Item_1_A,230,22.98,1.,Customer12259,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,230,0
01/09/2019 0:00,Direct Sales,Asia,2020,Lite Item 3068,XXX_Line_Item_2_A,560,56.1,1.,Customer12260,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,560,476
01/10/2019 0:00,Direct Sales,Asia,2020,Line Item 9196,XXX_Line_Item_3_A,246,24.68,1.,Customer12261,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,246,3.44
01/10/2019 0:00,Direct Sales,Asia,2020,Line Item 9197,XXX_Line_Item_1_A,1060,106,1.,Customer12262,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,16
01/10/2019 0:00,Direct Sales,Asia,2020,Line Item 9198,XXX_Line_Item_2_A,136,13.64,1.,Customer12263,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,136,23.46
01/10/2019 0:00,Direct Sales,Asia,2020,Lite Item 3069,XXX_Line_Item_3_A,8500,850,1.,Customer12264,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0.78
01/11/2019 0:00,Direct Sales,Asia,2020,Line Item 9199,XXX_Line_Item_1_A,22,2.16,1.,Customer12265,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,22,56
01/11/2019 0:00,Direct Sales,Asia,2020,Line Item 9200,XXX_Line_Item_2_A,8500,850,1.,Customer12266,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,21.34
01/12/2019 0:00,Direct Sales,Asia,2020,Line Item 9201,XXX_Line_Item_3_A,310,31,1.,Customer12267,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,310,2.92
01/12/2019 0:00,Direct Sales,Asia,2020,Lite Item 3070,XXX_Line_Item_1_A,196,19.56,1.,Customer12268,,AUD,1.,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,196,940.8
