Paying Month,Amount,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/08/2021 0:00,80,Direct Sales,Asia,2017,Lite Item 2987,XXX_Line_Item_2_A,382.5,1,Customer11936,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3824,40
01/08/2021 0:00,30,Direct Sales,Asia,2017,Line Item 8953,XXX_Line_Item_3_A,382.5,1,Customer11937,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3824,8340
01/08/2021 0:00,680,Direct Sales,Asia,2017,Line Item 8954,XXX_Line_Item_1_A,108.4,1,Customer11938,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1084,275.4
01/08/2021 0:00,11200,Direct Sales,Asia,2017,Line Item 8955,XXX_Line_Item_2_A,5.64,1,Customer11939,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,56,341.5
01/08/2021 0:00,58800,Direct Sales,Asia,2017,Lite Item 2988,XXX_Line_Item_3_A,31692,1,Customer11940,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,316920,980
01/08/2021 0:00,110330,Direct Sales,Asia,2017,Line Item 8956,XXX_Line_Item_1_A,701.26,1,Customer11941,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,7012,50
01/08/2021 0:00,19350,Direct Sales,Asia,2017,Line Item 8957,XXX_Line_Item_2_A,42.5,1,Customer11942,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,424,12272.14
01/08/2021 0:00,6498,Direct Sales,Asia,2017,Line Item 8958,XXX_Line_Item_3_A,158.82,1,Customer11943,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1588,170.76
01/08/2021 0:00,48750,Direct Sales,Asia,2017,Lite Item 2989,XXX_Line_Item_1_A,188.8,1,Customer11944,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1888,459.42
01/08/2021 0:00,15912,Direct Sales,Asia,2017,Line Item 8959,XXX_Line_Item_2_A,240,1,Customer11945,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2400,400
01/08/2021 0:00,300,Direct Sales,Asia,2017,Line Item 8960,XXX_Line_Item_3_A,0,1,Customer11946,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,0,300
01/08/2021 0:00,160,Direct Sales,Asia,2017,Line Item 8961,XXX_Line_Item_1_A,105,1,Customer11947,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1050,152.04
01/08/2021 0:00,260,Direct Sales,Asia,2017,Lite Item 2990,XXX_Line_Item_2_A,1247.4,1,Customer11948,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,12474,38
01/08/2021 0:00,12368,Direct Sales,Asia,2017,Line Item 8962,XXX_Line_Item_3_A,1414,1,Customer11949,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,14140,864
01/08/2021 0:00,2550,Direct Sales,Asia,2017,Line Item 8963,XXX_Line_Item_1_A,201.36,1,Customer11950,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2014,300
01/08/2021 0:00,6,Direct Sales,Asia,2018,Line Item 8964,XXX_Line_Item_2_A,515.38,1,Customer11951,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5154,18.48
01/08/2021 0:00,3530,Direct Sales,Asia,2018,Lite Item 2991,XXX_Line_Item_3_A,36.9,1,Customer11952,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,370,3200
01/08/2021 0:00,1932,Direct Sales,Asia,2018,Line Item 8965,XXX_Line_Item_1_A,45.7,1,Customer11953,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,456,738
01/08/2021 0:00,44,Direct Sales,Asia,2018,Line Item 8966,XXX_Line_Item_2_A,1.28,1,Customer11954,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,12,182
01/08/2021 0:00,-8782,Direct Sales,Asia,2018,Line Item 8967,XXX_Line_Item_3_A,11.36,1,Customer11955,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,114,18
01/08/2021 0:00,54932,Direct Sales,Asia,2018,Lite Item 2992,XXX_Line_Item_1_A,170.76,1,Customer11956,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,980
01/09/2021 0:00,800,Direct Sales,Asia,2018,Line Item 8968,XXX_Line_Item_2_A,239.76,1,Customer11957,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2398,232.06
01/09/2021 0:00,604,Direct Sales,Asia,2018,Line Item 8969,XXX_Line_Item_3_A,1800,1,Customer11958,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,18000,106
01/09/2021 0:00,4,Direct Sales,Asia,2018,Line Item 8970,XXX_Line_Item_1_A,888,1,Customer11959,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8880,1540
01/09/2021 0:00,40,Direct Sales,Asia,2018,Lite Item 2993,XXX_Line_Item_2_A,325.8,1,Customer11960,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,3258,680
01/09/2021 0:00,862,Direct Sales,Asia,2018,Line Item 8971,XXX_Line_Item_3_A,400,1,Customer11961,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4000,560
01/09/2021 0:00,1650,Direct Sales,Asia,2018,Line Item 8972,XXX_Line_Item_1_A,280,1,Customer11962,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,2700
01/09/2021 0:00,22,Direct Sales,Asia,2018,Line Item 8973,XXX_Line_Item_2_A,234.4,1,Customer11963,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2344,1400
01/09/2021 0:00,160,Direct Sales,Asia,2018,Lite Item 2994,XXX_Line_Item_3_A,6483.8,1,Customer11964,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,64838,223.12
01/09/2021 0:00,26172,Direct Sales,Asia,2018,Line Item 8974,XXX_Line_Item_1_A,170.76,1,Customer11965,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,466.46
01/09/2021 0:00,8166,Direct Sales,Asia,2018,Line Item 8975,XXX_Line_Item_2_A,0,1,Customer11966,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,18752,5880
01/09/2021 0:00,484,Direct Sales,Asia,2018,Line Item 8976,XXX_Line_Item_3_A,644.6,1,Customer11967,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6446,27600
01/09/2021 0:00,6,Direct Sales,Asia,2018,Lite Item 2995,XXX_Line_Item_1_A,20400,1,Customer11968,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,204000,137
01/09/2021 0:00,500,Direct Sales,Asia,2018,Line Item 8977,XXX_Line_Item_2_A,850,1,Customer11969,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,912
01/09/2021 0:00,7140,Direct Sales,Asia,2018,Line Item 8978,XXX_Line_Item_3_A,180,1,Customer11970,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,1800,280
01/09/2021 0:00,22800,Direct Sales,Asia,2018,Line Item 8979,XXX_Line_Item_1_A,44.36,1,Customer11971,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,444,-526.12
01/09/2021 0:00,45000,Direct Sales,Asia,2018,Lite Item 2996,XXX_Line_Item_2_A,9.56,1,Customer11972,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,96,255
01/09/2021 0:00,174000,Direct Sales,Asia,2018,Line Item 8980,XXX_Line_Item_3_A,170.76,1,Customer11973,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,8000
01/09/2021 0:00,10560,Direct Sales,Asia,2018,Line Item 8981,XXX_Line_Item_1_A,24.68,1,Customer11974,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,246,478.12
01/09/2021 0:00,900,Direct Sales,Asia,2018,Line Item 8982,XXX_Line_Item_2_A,340,1,Customer11975,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3400,924
01/09/2021 0:00,5850,Direct Sales,Asia,2018,Lite Item 2997,XXX_Line_Item_3_A,93,1,Customer11976,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,930,2679.04
01/09/2021 0:00,9600,Direct Sales,Asia,2018,Line Item 8983,XXX_Line_Item_1_A,2325,1,Customer11977,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,23250,180
01/09/2021 0:00,154,Direct Sales,Asia,2018,Line Item 8984,XXX_Line_Item_2_A,468.8,1,Customer11978,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,4688,255
01/09/2021 0:00,30,Direct Sales,Asia,2018,Line Item 8985,XXX_Line_Item_3_A,170.76,1,Customer11979,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1708,569.68
01/09/2021 0:00,916,Direct Sales,Asia,2018,Lite Item 2998,XXX_Line_Item_1_A,12.58,1,Customer11980,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,126,170
01/09/2021 0:00,29874,Direct Sales,Asia,2018,Line Item 8986,XXX_Line_Item_2_A,4,1,Customer11981,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,106
01/10/2021 0:00,4826,Direct Sales,Asia,2018,Line Item 8987,XXX_Line_Item_3_A,960,1,Customer11982,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9600,569.6
01/10/2021 0:00,1060,Direct Sales,Asia,2018,Line Item 8988,XXX_Line_Item_1_A,35.3,1,Customer11983,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,352,4
01/10/2021 0:00,1350,Direct Sales,Asia,2018,Lite Item 2999,XXX_Line_Item_2_A,231,1,Customer11984,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,2310,68
01/10/2021 0:00,2,Direct Sales,Asia,2018,Line Item 8989,XXX_Line_Item_3_A,1640.8,1,Customer11985,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,16408,38
01/10/2021 0:00,68,Direct Sales,Asia,2019,Line Item 8990,XXX_Line_Item_1_A,938,1,Customer11986,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9380,34
01/10/2021 0:00,3746,Direct Sales,Asia,2019,Line Item 8991,XXX_Line_Item_2_A,255,1,Customer11987,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2550,300
01/10/2021 0:00,26694,Direct Sales,Asia,2019,Lite Item 3000,XXX_Line_Item_3_A,280,1,Customer11988,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2800,299
01/10/2021 0:00,32,Direct Sales,Asia,2019,Line Item 8992,XXX_Line_Item_1_A,602,1,Customer11989,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,6020,980
01/10/2021 0:00,2240,Direct Sales,Asia,2019,Line Item 8993,XXX_Line_Item_2_A,10.38,1,Customer11990,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,104,1.24
01/10/2021 0:00,76,Direct Sales,Asia,2019,Line Item 8994,XXX_Line_Item_3_A,850,1,Customer11991,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,569.5
01/10/2021 0:00,356,Direct Sales,Asia,2019,Lite Item 3001,XXX_Line_Item_1_A,4137.2,1,Customer11992,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,41372,0
01/10/2021 0:00,8,Direct Sales,Asia,2019,Line Item 8995,XXX_Line_Item_2_A,74.8,1,Customer11993,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,0
01/10/2021 0:00,6734,Direct Sales,Asia,2019,Line Item 8996,XXX_Line_Item_3_A,2.84,1,Customer11994,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,28,12.76
01/10/2021 0:00,3376,Direct Sales,Asia,2019,Line Item 8997,XXX_Line_Item_1_A,8820,1,Customer11995,201-500,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,88200,980
01/10/2021 0:00,29400,Direct Sales,Asia,2019,Lite Item 3002,XXX_Line_Item_2_A,0.8,1,Customer11996,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8,1096
01/10/2021 0:00,698,Direct Sales,Asia,2019,Line Item 8998,XXX_Line_Item_3_A,1348,1,Customer11997,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,8340
01/10/2021 0:00,163200,Direct Sales,Asia,2019,Line Item 8999,XXX_Line_Item_1_A,770,1,Customer11998,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,7700,400
01/10/2021 0:00,21000,Direct Sales,Asia,2019,Line Item 9000,XXX_Line_Item_2_A,69,1,Customer11999,201-500,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,690,66.14
01/10/2021 0:00,10546,Direct Sales,Asia,2019,Lite Item 3003,XXX_Line_Item_3_A,2508,1,Customer12000,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,25080,3691.8
01/10/2021 0:00,176,Direct Sales,Asia,2019,Line Item 9001,XXX_Line_Item_1_A,33.76,1,Customer12001,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,338,969
01/10/2021 0:00,4038,Direct Sales,Asia,2019,Line Item 9002,XXX_Line_Item_2_A,2339.44,1,Customer12002,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,23394,299
01/10/2021 0:00,5222,Direct Sales,Asia,2019,Line Item 9003,XXX_Line_Item_3_A,66.2,1,Customer12003,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,662,440
01/10/2021 0:00,726,Direct Sales,Asia,2019,Lite Item 3004,XXX_Line_Item_1_A,74.8,1,Customer12004,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,748,864
01/11/2021 0:00,2054,Direct Sales,Asia,2019,Line Item 9004,XXX_Line_Item_2_A,1.02,1,Customer12005,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,10,137
01/11/2021 0:00,32,Direct Sales,Asia,2019,Line Item 9005,XXX_Line_Item_3_A,85,1,Customer12006,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,850,706.86
01/11/2021 0:00,28,Direct Sales,Asia,2019,Line Item 9006,XXX_Line_Item_1_A,93.32,1,Customer12007,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,934,16
01/11/2021 0:00,8,Direct Sales,Asia,2019,Lite Item 3005,XXX_Line_Item_2_A,1326.4,1,Customer12008,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13264,800
01/11/2021 0:00,5714,Direct Sales,Asia,2019,Line Item 9007,XXX_Line_Item_3_A,163.48,1,Customer12009,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1634,35
01/11/2021 0:00,9000,Direct Sales,Asia,2019,Line Item 9008,XXX_Line_Item_1_A,42.5,1,Customer12010,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,424,5184
01/11/2021 0:00,382,Direct Sales,Asia,2019,Line Item 9009,XXX_Line_Item_2_A,106,1,Customer12011,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,18
01/11/2021 0:00,-13260,Direct Sales,Asia,2019,Lite Item 3006,XXX_Line_Item_3_A,11760,1,Customer12012,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,117600,280
01/11/2021 0:00,72,Direct Sales,Asia,2019,Line Item 9010,XXX_Line_Item_1_A,3505.26,1,Customer12013,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,35052,454.2
01/11/2021 0:00,33020,Direct Sales,Asia,2020,Line Item 9011,XXX_Line_Item_2_A,42.5,1,Customer12014,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,424,784
01/11/2021 0:00,74,Direct Sales,Asia,2020,Line Item 9012,XXX_Line_Item_3_A,340,1,Customer12015,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,3400,180.56
01/11/2021 0:00,5630,Direct Sales,Asia,2020,Lite Item 3007,XXX_Line_Item_1_A,690,1,Customer12016,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,6900,42.5
01/11/2021 0:00,20558,Direct Sales,Asia,2020,Line Item 9013,XXX_Line_Item_2_A,106,1,Customer12017,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,454.2
01/11/2021 0:00,156,Direct Sales,Asia,2020,Line Item 9014,XXX_Line_Item_3_A,470,1,Customer12018,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4700,68
01/11/2021 0:00,96,Direct Sales,Asia,2020,Line Item 9015,XXX_Line_Item_1_A,159.66,1,Customer12019,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1596,1569.8
01/11/2021 0:00,6900,Direct Sales,Asia,2020,Lite Item 3008,XXX_Line_Item_2_A,156,1,Customer12020,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1560,2464
01/11/2021 0:00,106448,Direct Sales,Asia,2020,Line Item 9016,XXX_Line_Item_3_A,13.14,1,Customer12021,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,132,1120
01/12/2021 0:00,716,Direct Sales,Asia,2020,Line Item 9017,XXX_Line_Item_1_A,49.68,1,Customer12022,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,496,38
01/12/2021 0:00,150,Direct Sales,Asia,2020,Line Item 9018,XXX_Line_Item_2_A,44.96,1,Customer12023,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,450,34
01/12/2021 0:00,6,Direct Sales,Asia,2020,Lite Item 3009,XXX_Line_Item_3_A,4,1,Customer12024,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,42.5
01/12/2021 0:00,14394,Direct Sales,Asia,2020,Line Item 9019,XXX_Line_Item_1_A,8.84,1,Customer12025,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,88,11
01/12/2021 0:00,40592,Direct Sales,Asia,2020,Line Item 9020,XXX_Line_Item_2_A,46.36,1,Customer12026,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,464,78.36
01/12/2021 0:00,288,Direct Sales,Asia,2020,Line Item 9021,XXX_Line_Item_3_A,106,1,Customer12027,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,1510.4
01/12/2021 0:00,118,Direct Sales,Asia,2020,Lite Item 3010,XXX_Line_Item_1_A,209.96,1,Customer12028,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2100,6480
01/12/2021 0:00,46666,Direct Sales,Asia,2020,Line Item 9022,XXX_Line_Item_2_A,518.3,1,Customer12029,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5184,1449
01/12/2021 0:00,17784,Direct Sales,Asia,2020,Line Item 9023,XXX_Line_Item_3_A,67.5,1,Customer12030,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,676,400
01/12/2021 0:00,70,Direct Sales,Asia,2020,Line Item 9024,XXX_Line_Item_1_A,598.8,1,Customer12031,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5988,4
01/12/2021 0:00,80,Direct Sales,Asia,2020,Lite Item 3011,XXX_Line_Item_2_A,119.46,1,Customer12032,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1194,25
01/12/2021 0:00,156,Direct Sales,Asia,2020,Line Item 9025,XXX_Line_Item_3_A,4824.16,1,Customer12033,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,48242,0
01/12/2021 0:00,9300,Direct Sales,Asia,2020,Line Item 9026,XXX_Line_Item_1_A,41.92,1,Customer12034,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,420,4200
01/12/2021 0:00,16194,Direct Sales,Asia,2020,Line Item 9027,XXX_Line_Item_2_A,-586.56,1,Customer12035,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-5866,4920
01/12/2021 0:00,2550,Direct Sales,Asia,2020,Lite Item 3012,XXX_Line_Item_3_A,850,1,Customer12036,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8500,0
01/12/2021 0:00,8,Direct Sales,Asia,2020,Line Item 9028,XXX_Line_Item_1_A,-6895.2,1,Customer12037,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,-68952,22.5
01/12/2021 0:00,7180,Direct Sales,Asia,2020,Line Item 9029,XXX_Line_Item_2_A,23.2,1,Customer12038,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,232,1294.5
01/12/2021 0:00,9000,Direct Sales,Asia,2020,Line Item 9030,XXX_Line_Item_3_A,510,1,Customer12039,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,5100,510
01/12/2021 0:00,398,Direct Sales,Asia,2020,Lite Item 3013,XXX_Line_Item_1_A,4720.3,1,Customer12040,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,47204,74.8
01/12/2021 0:00,17584,Direct Sales,Asia,2020,Line Item 9031,XXX_Line_Item_2_A,440,1,Customer12041,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,4400,156
01/01/2022 0:00,8,Direct Sales,Asia,2021,Line Item 9032,XXX_Line_Item_3_A,64.52,1,Customer12042,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,646,31.5
01/01/2022 0:00,7140,Direct Sales,Asia,2021,Line Item 9033,XXX_Line_Item_1_A,143.52,1,Customer12043,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1436,172.48
01/01/2022 0:00,9000,Direct Sales,Asia,2021,Lite Item 3014,XXX_Line_Item_2_A,19.48,1,Customer12044,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,194,300
01/01/2022 0:00,350,Direct Sales,Asia,2021,Line Item 9034,XXX_Line_Item_3_A,31.98,1,Customer12045,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,320,280
01/01/2022 0:00,4400,Direct Sales,Asia,2021,Line Item 9035,XXX_Line_Item_1_A,45,1,Customer12046,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,450,24
01/01/2022 0:00,28,Direct Sales,Asia,2021,Line Item 9036,XXX_Line_Item_2_A,1348,1,Customer12047,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,13480,280
01/01/2022 0:00,3126,Direct Sales,Asia,2021,Lite Item 3015,XXX_Line_Item_3_A,804.56,1,Customer12048,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,8046,490
01/01/2022 0:00,7876,Direct Sales,Asia,2021,Line Item 9037,XXX_Line_Item_1_A,-34.2,1,Customer12049,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-342,9340.8
01/01/2022 0:00,3938,Direct Sales,Asia,2021,Line Item 9038,XXX_Line_Item_2_A,14.04,1,Customer12050,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,140,3456
01/01/2022 0:00,54000,Direct Sales,Asia,2021,Line Item 9039,XXX_Line_Item_3_A,960,1,Customer12051,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,9600,912
01/01/2022 0:00,9000,Direct Sales,Asia,2021,Lite Item 3016,XXX_Line_Item_1_A,80.8,1,Customer12052,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,808,213
01/01/2022 0:00,29600,Direct Sales,Asia,2021,Line Item 9040,XXX_Line_Item_2_A,1120,1,Customer12053,,AUD,1,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,11200,38
01/01/2022 0:00,114050,Direct Sales,Asia,2021,Line Item 9041,XXX_Line_Item_3_A,-784,1,Customer12054,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,-7840,170.76
01/01/2022 0:00,748,Direct Sales,Asia,2021,Line Item 9042,XXX_Line_Item_1_A,106,1,Customer12055,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,1060,980
01/01/2022 0:00,13500,Direct Sales,Asia,2021,Lite Item 3017,XXX_Line_Item_2_A,0,1,Customer12056,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,520,3.1
01/01/2022 0:00,552,Direct Sales,Asia,2021,Line Item 9043,XXX_Line_Item_3_A,73.02,1,Customer12057,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,730,68
01/01/2022 0:00,158,Direct Sales,Asia,2021,Line Item 9044,XXX_Line_Item_1_A,255,1,Customer12058,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2550,1120
01/01/2022 0:00,410,Direct Sales,Asia,2021,Line Item 9045,XXX_Line_Item_2_A,0.6,1,Customer12059,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,6,10.5
01/01/2022 0:00,3916,Direct Sales,Asia,2021,Lite Item 3018,XXX_Line_Item_3_A,91.36,1,Customer12060,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,914,0
01/02/2022 0:00,78,Direct Sales,Asia,2022,Line Item 9046,XXX_Line_Item_1_A,25.72,1,Customer12061,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,258,400
01/02/2022 0:00,2250,Direct Sales,Asia,2022,Line Item 9047,XXX_Line_Item_2_A,79,1,Customer12062,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,790,1257
01/02/2022 0:00,26,Direct Sales,Asia,2022,Line Item 9048,XXX_Line_Item_3_A,46.72,1,Customer12063,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,468,646
01/02/2022 0:00,1064,Direct Sales,Asia,2022,Lite Item 3019,XXX_Line_Item_1_A,0.24,1,Customer12064,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,2,38
01/02/2022 0:00,12088,Direct Sales,Asia,2022,Line Item 9049,XXX_Line_Item_2_A,4,1,Customer12065,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Subscriptions,40,8100
01/02/2022 0:00,104,Direct Sales,Asia,2022,Line Item 9050,XXX_Line_Item_3_A,958,1,Customer12066,,AUD,,Product_Details_xxxxxxx,Product B,Other,Other,Professional Services,9580,24480
